space,layer,held_out,detector,indist_auc,ood_auc,auc_drop
pns,10,wildjailbreak,power_multi,0.6316898824577726,0.5003992450638792,0.13129063739389335
pns,12,aegis-2.0,linear_probe,0.7950683229813664,0.6117532467532467,0.1833150762281197
pns,12,aegis-2.0,plain_voronoi,0.5967458592132504,0.5948701298701299,0.0018757293431205246
pns,12,aegis-2.0,lda,0.796027950310559,0.6072077922077922,0.18882015810276676
pns,12,aegis-2.0,qda,0.8080522774327121,0.6408441558441559,0.16720812158855625
pns,12,aegis-2.0,power_single,0.5967458592132504,0.5948701298701299,0.0018757293431205246
pns,12,aegis-2.0,power_multi,0.7141304347826087,0.650974025974026,0.06315640880858275
pns,12,toxic-chat,linear_probe,0.7924564952978909,0.7084680025856497,0.08398849271224118
pns,12,toxic-chat,plain_voronoi,0.6229595598227876,0.38538299935358755,0.23757656046920006
pns,12,toxic-chat,lda,0.7890690401445968,0.7206286360698125,0.06844040407478424
pns,12,toxic-chat,qda,0.8150878587736464,0.6280300581771169,0.18705780059652954
pns,12,toxic-chat,power_single,0.6229595598227876,0.38538299935358755,0.23757656046920006
pns,12,toxic-chat,power_multi,0.6955451422863665,0.56819650937298,0.1273486329133865
pns,12,wildjailbreak,linear_probe,0.7965070191384843,0.6679006968641115,0.12860632227437285
pns,12,wildjailbreak,plain_voronoi,0.6417696913310373,0.6563951800232289,-0.014625488692191602
pns,12,wildjailbreak,lda,0.7984541237463413,0.6590447154471544,0.1394094082991869
pns,12,wildjailbreak,qda,0.7944011882482392,0.6481925087108015,0.14620867953743777
pns,12,wildjailbreak,power_single,0.6417696913310373,0.6563951800232289,-0.014625488692191602
pns,12,wildjailbreak,power_multi,0.6904904502152023,0.5869265389082463,0.10356391130695597
pns,14,aegis-2.0,linear_probe,0.8024736024844721,0.6031818181818182,0.19929178430265393
pns,14,aegis-2.0,plain_voronoi,0.6129870600414079,0.5808441558441558,0.032142904197252076
pns,14,aegis-2.0,lda,0.8047204968944099,0.6005194805194806,0.20420101637492938
pns,14,aegis-2.0,qda,0.8061216356107661,0.6041558441558442,0.20196579145492188
pns,14,aegis-2.0,power_single,0.6129870600414079,0.5808441558441558,0.032142904197252076
pns,14,aegis-2.0,power_multi,0.6711154244306418,0.6940909090909091,-0.02297548466026733
pns,14,toxic-chat,linear_probe,0.78046875,0.6592194570135748,0.12124929298642528
pns,14,toxic-chat,plain_voronoi,0.6453407840019569,0.4028765352294764,0.24246424877248052
pns,14,toxic-chat,lda,0.7786088857632094,0.6662087912087912,0.11240009455441824
pns,14,toxic-chat,qda,0.7910883310230485,0.6376454427925016,0.15344288823054697
pns,14,toxic-chat,power_single,0.6453407840019569,0.4028765352294764,0.24246424877248052
pns,14,toxic-chat,power_multi,0.5624250856164383,0.5885180995475113,-0.026093013931072995
pns,14,wildjailbreak,linear_probe,0.7801732120783266,0.7149390243902438,0.06523418768808276
pns,14,wildjailbreak,plain_voronoi,0.629433614511845,0.7168989547038329,-0.08746534019198793
pns,14,wildjailbreak,lda,0.7787787258932412,0.7249927409988385,0.05378598489440267
pns,14,wildjailbreak,qda,0.7747481266347647,0.6789706736353077,0.09577745299945695
pns,14,wildjailbreak,power_single,0.629433614511845,0.7168989547038329,-0.08746534019198793
pns,14,wildjailbreak,power_multi,0.7028845416941155,0.5835511033681766,0.1193334383259389
pns,16,aegis-2.0,linear_probe,0.8066853002070392,0.5716883116883118,0.2349969885187274
pns,16,aegis-2.0,plain_voronoi,0.6157339544513458,0.5132467532467533,0.10248720120459254
pns,16,aegis-2.0,lda,0.8069037267080745,0.5636363636363637,0.24326736307171082
pns,16,aegis-2.0,qda,0.8189446169772255,0.5399350649350649,0.2790095520421606
pns,16,aegis-2.0,power_single,0.6157339544513458,0.5132467532467533,0.10248720120459254
pns,16,aegis-2.0,power_multi,0.6752939958592132,0.6210389610389611,0.05425503482025218
pns,16,toxic-chat,linear_probe,0.7647395323711675,0.6807126696832579,0.0840268626879096
pns,16,toxic-chat,plain_voronoi,0.6057687472820179,0.46477052359405296,0.14099822368796494
pns,16,toxic-chat,lda,0.7640067813655143,0.6790562378797672,0.08495054348574704
pns,16,toxic-chat,qda,0.780851645738204,0.6006383322559794,0.18021331348222458
pns,16,toxic-chat,power_single,0.6057687472820179,0.46477052359405296,0.14099822368796494
pns,16,toxic-chat,power_multi,0.6598345088606219,0.37891887524240464,0.28091563361821725
pns,16,wildjailbreak,linear_probe,0.7748588647472194,0.7080066782810686,0.06685218646615088
pns,16,wildjailbreak,plain_voronoi,0.619399917564385,0.6713850174216028,-0.05198509985721789
pns,16,wildjailbreak,lda,0.7736113113099996,0.7170441347270615,0.056567176582938083
pns,16,wildjailbreak,qda,0.7641857656406291,0.6238748548199767,0.1403109108206524
pns,16,wildjailbreak,power_single,0.619399917564385,0.6713850174216028,-0.05198509985721789
pns,16,wildjailbreak,power_multi,0.6380035829313803,0.3973577235772358,0.24064585935414445
